id,name,category,generation,is_legendary,is_mythical,types,height,weight,abilities,habitat,evolves_from,description,hp,attack,defense,special_attack,special_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_steel,against_dark,against_fairy,cry_url,sprite_url,shiny_sprite_url
214,heracross,Single Horn Pokemon,Generation-ii,False,False,"bug, fighting",1.5,54.0,"Swarm, Guts, Moxie (Hidden)",Forest,None,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",80,125,75,40,95,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/214.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/214.png
215,sneasel,Sharp Claw Pokemon,Generation-ii,False,False,"dark, ice",0.9,28.0,"Inner focus, Keen eye, Pickpocket (Hidden)",Forest,None,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",55,95,55,35,75,115,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,2.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/215.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/215.png
216,teddiursa,Little Bear Pokemon,Generation-ii,False,False,normal,0.6,8.8,"Pickup, Quick feet, Honey gather (Hidden)",Mountain,None,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",60,80,50,50,50,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/216.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/216.png
217,ursaring,Hibernator Pokemon,Generation-ii,False,False,normal,1.8,125.8,"Guts, Quick feet, Unnerve (Hidden)",Mountain,Teddiursa,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",90,130,75,75,75,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/217.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/217.png
218,slugma,Lava Pokemon,Generation-ii,False,False,fire,0.7,35.0,"Magma armor, Flame body, Weak armor (Hidden)",Mountain,None,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",40,40,40,70,40,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/218.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/218.png
219,magcargo,Lava Pokemon,Generation-ii,False,False,"fire, rock",0.8,55.0,"Magma armor, Flame body, Weak armor (Hidden)",Mountain,Slugma,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,60,50,120,90,80,30,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/219.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/219.png
220,swinub,Pig Pokemon,Generation-ii,False,False,"ice, ground",0.4,6.5,"Oblivious, Snow cloak, Thick fat (Hidden)",Cave,None,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,50,50,40,30,30,50,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/220.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/220.png
221,piloswine,Swine Pokemon,Generation-ii,False,False,"ice, ground",1.1,55.8,"Oblivious, Snow cloak, Thick fat (Hidden)",Cave,Swinub,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",100,100,80,60,60,50,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/221.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/221.png
222,corsola,Coral Pokemon,Generation-ii,False,False,"water, rock",0.6,5.0,"Hustle, Natural cure, Regenerator (Hidden)",Sea,None,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,65,55,95,65,95,35,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/222.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/222.png
223,remoraid,Jet Pokemon,Generation-ii,False,False,water,0.6,12.0,"Hustle, Sniper, Moody (Hidden)",Sea,None,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,35,65,35,65,35,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/223.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/223.png
224,octillery,Jet Pokemon,Generation-ii,False,False,water,0.9,28.5,"Suction cups, Sniper, Moody (Hidden)",Sea,Remoraid,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,75,105,75,105,75,45,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/224.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/224.png
225,delibird,Delivery Pokemon,Generation-ii,False,False,"ice, flying",0.9,16.0,"Vital spirit, Hustle, Insomnia (Hidden)",Mountain,None,It carries food all day long. There are tales about lost people who were saved by the food it had.,45,55,45,65,45,75,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/225.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/225.png
226,mantine,Kite Pokemon,Generation-ii,False,False,"water, flying",2.1,220.0,"Swift swim, Water absorb, Water veil (Hidden)",Sea,Mantyke,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",85,40,70,80,140,70,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/226.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/226.png
227,skarmory,Armor Bird Pokemon,Generation-ii,False,False,"steel, flying",1.7,50.5,"Keen eye, Sturdy, Weak armor (Hidden)",Rough-terrain,None,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",65,80,140,40,70,70,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/227.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/227.png
228,houndour,Dark Pokemon,Generation-ii,False,False,"dark, fire",0.6,10.8,"Early bird, Flash fire, Unnerve (Hidden)",Rough-terrain,None,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,45,60,30,80,50,65,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/228.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/228.png
229,houndoom,Dark Pokemon,Generation-ii,False,False,"dark, fire",1.4,35.0,"Early bird, Flash fire, Unnerve (Hidden)",Rough-terrain,Houndour,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",75,90,50,110,80,95,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/229.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/229.png
230,kingdra,Dragon Pokemon,Generation-ii,False,False,"water, dragon",1.8,152.0,"Swift swim, Sniper, Damp (Hidden)",Sea,Seadra,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,75,95,95,95,95,85,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/230.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/230.png
231,phanpy,Long Nose Pokemon,Generation-ii,False,False,ground,0.5,33.5,"Pickup, Sand veil (Hidden)",Rough-terrain,None,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",90,60,60,40,40,40,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/231.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/231.png
232,donphan,Armor Pokemon,Generation-ii,False,False,ground,1.1,120.0,"Sturdy, Sand veil (Hidden)",Rough-terrain,Phanpy,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",90,120,120,60,60,50,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/232.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/232.png
233,porygon2,Virtual Pokemon,Generation-ii,False,False,normal,0.6,32.5,"Trace, Download, Analytic (Hidden)",Urban,Porygon,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",85,80,90,105,95,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/233.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/233.png
234,stantler,Big Horn Pokemon,Generation-ii,False,False,normal,1.4,71.2,"Intimidate, Frisk, Sap sipper (Hidden)",Forest,None,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.,73,95,62,85,65,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/234.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/234.png
235,smeargle,Painter Pokemon,Generation-ii,False,False,normal,1.2,58.0,"Own tempo, Technician, Moody (Hidden)",Urban,None,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,55,20,35,20,45,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/235.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/235.png
236,tyrogue,Scuffle Pokemon,Generation-ii,False,False,fighting,0.7,21.0,"Guts, Steadfast, Vital spirit (Hidden)",Urban,None,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",35,35,35,35,35,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/236.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/236.png
237,hitmontop,Handstand Pokemon,Generation-ii,False,False,fighting,1.4,48.0,"Intimidate, Technician, Steadfast (Hidden)",Urban,Tyrogue,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",50,95,95,35,110,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/237.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/237.png
238,smoochum,Kiss Pokemon,Generation-ii,False,False,"ice, psychic",0.4,6.0,"Oblivious, Forewarn, Hydration (Hidden)",Urban,None,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,45,30,15,85,65,65,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/238.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/238.png
239,elekid,Electric Pokemon,Generation-ii,False,False,electric,0.6,23.5,"Static, Vital spirit (Hidden)",Grassland,None,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",45,63,37,65,55,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/239.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/239.png
240,magby,Live Coal Pokemon,Generation-ii,False,False,fire,0.7,21.4,"Flame body, Vital spirit (Hidden)",Mountain,None,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",45,75,37,70,55,83,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/240.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/240.png
241,miltank,Milk Cow Pokemon,Generation-ii,False,False,normal,1.2,75.5,"Thick fat, Scrappy, Sap sipper (Hidden)",Grassland,None,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",95,80,105,40,70,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/241.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/241.png
242,blissey,Happiness Pokemon,Generation-ii,False,False,normal,1.5,46.8,"Natural cure, Serene grace, Healer (Hidden)",Urban,Chansey,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,255,10,10,75,135,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/242.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/242.png
243,raikou,Thunder Pokemon,Generation-ii,True,False,electric,1.9,178.0,"Pressure, Inner focus (Hidden)",Grassland,None,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,90,85,75,115,100,115,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/243.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/243.png
244,entei,Volcano Pokemon,Generation-ii,True,False,fire,2.1,198.0,"Pressure, Inner focus (Hidden)",Grassland,None,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",115,115,85,90,75,100,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/244.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/244.png
245,suicune,Aurora Pokemon,Generation-ii,True,False,water,2.0,187.0,"Pressure, Inner focus (Hidden)",Grassland,None,It races around the world to purify fouled water. It dashes away with the north wind.,100,75,115,90,115,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/245.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/245.png
246,larvitar,Rock Skin Pokemon,Generation-ii,False,False,"rock, ground",0.6,72.0,"Guts, Sand veil (Hidden)",Mountain,None,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",50,64,50,45,50,41,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/246.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/246.png
247,pupitar,Hard Shell Pokemon,Generation-ii,False,False,"rock, ground",1.2,152.0,Shed skin,Mountain,Larvitar,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",70,84,70,65,70,51,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/247.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/247.png
248,tyranitar,Armor Pokemon,Generation-ii,False,False,"rock, dark",2.0,202.0,"Sand stream, Unnerve (Hidden)",Mountain,Pupitar,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",100,134,110,95,100,61,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,2.0,0.5,2.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/248.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/248.png
249,lugia,Diving Pokemon,Generation-ii,True,False,"psychic, flying",5.2,216.0,"Pressure, Multiscale (Hidden)",Rare,None,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,106,90,130,90,154,110,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/249.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/249.png
250,ho-oh,Rainbow Pokemon,Generation-ii,True,False,"fire, flying",3.8,199.0,"Pressure, Regenerator (Hidden)",Rare,None,Legends claim this POKeMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,106,130,90,110,154,90,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/250.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/250.png
251,celebi,Time Travel Pokemon,Generation-ii,False,True,"psychic, grass",0.6,5.0,Natural cure,Forest,None,This POKeMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,100,100,100,100,100,100,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,1.0,2.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/251.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/251.png
252,treecko,Wood Gecko Pokemon,Generation-iii,False,False,grass,0.5,5.0,"Overgrow, Unburden (Hidden)",Forest,None,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKeMON attacks by slamming foes with its thick tail.,40,45,35,65,55,70,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/252.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/252.png
253,grovyle,Wood Gecko Pokemon,Generation-iii,False,False,grass,0.9,21.6,"Overgrow, Unburden (Hidden)",Forest,Treecko,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKeMON is a master at climbing trees in jungles.,50,65,45,85,65,95,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/253.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/253.png
254,sceptile,Forest Pokemon,Generation-iii,False,False,grass,1.7,52.2,"Overgrow, Unburden (Hidden)",Forest,Grovyle,The leaves growing on SCEPTILE’s body are very sharp edged. This POKeMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,70,85,65,105,85,120,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/254.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/254.png
255,torchic,Chick Pokemon,Generation-iii,False,False,fire,0.4,2.5,"Blaze, Speed boost (Hidden)",Grassland,None,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKeMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",45,60,40,70,50,45,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/255.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/255.png
256,combusken,Young Fowl Pokemon,Generation-iii,False,False,"fire, fighting",0.9,19.5,"Blaze, Speed boost (Hidden)",Grassland,Torchic,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKeMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",60,85,60,85,60,55,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/256.ogg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/256.png
